timestamp,neartime,r_x,r_y,r_z,x,y
1573094142.690558,1573094142.725367,26.50030517578125,-27.92331314086914,62.651222229003906,399.0,126.0
1573094142.77789,1573094142.797387,26.90216827392578,-28.4540958404541,63.091957092285156,396.0,127.0
1573094142.910928,1573094142.921998,26.49442481994629,-27.962017059326172,62.67539978027344,399.0,121.0
1573094142.972874,1573094142.986955,26.405494689941406,-28.355690002441406,62.937015533447266,396.0,122.0
1573094143.118766,1573094143.130533,26.256011962890625,-27.99521255493164,62.73900604248047,395.0,123.0
1573094143.21469,1573094143.182837,26.57956314086914,-28.141902923583984,62.20755386352539,392.0,127.0
1573094143.33019,1573094143.319312,26.249929428100586,-27.875932693481445,62.17744445800781,378.0,139.0
1573094143.3861618,1573094143.384121,25.637561798095703,-28.076068878173828,62.179222106933594,382.0,119.0
1573094143.526378,1573094143.52242,24.231828689575195,-27.21319580078125,63.22313690185547,364.0,117.0
1573094143.57851,1573094143.589289,24.499595642089844,-27.028348922729492,63.22313690185547,356.0,110.0
1573094143.702045,1573094143.731288,22.825162887573242,-25.45903968811035,62.83421325683594,339.0,91.0
1573094143.7894142,1573094143.784943,23.099302291870117,-24.32645606994629,62.45321273803711,346.0,62.0
1573094143.910738,1573094143.917475,21.61415672302246,-20.946796417236328,63.31352615356445,322.0,65.0
1573094143.982344,1573094143.980611,22.264423370361328,-20.21933937072754,64.09993743896484,313.0,82.0
1573094144.1229448,1573094144.117595,20.815914154052734,-17.334209442138672,66.06229400634766,310.0,58.0
1573094144.1772132,1573094144.185019,21.554168701171875,-17.11021614074707,66.06229400634766,312.0,75.0
1573094144.312619,1573094144.319867,21.218647003173828,-16.06063461303711,65.75816345214844,316.0,53.0
1573094144.4260151,1573094144.45002,22.10578727722168,-15.403430938720703,64.95176696777344,320.0,51.0
1573094144.520924,1573094144.51423,21.40751075744629,-15.283568382263184,66.16926574707031,320.0,50.0
1573094144.60973,1573094144.581602,22.762367248535156,-15.227682113647461,64.99742889404297,317.0,54.0
